Тип;Название;Ккал;Белки;Жиры;Углеводы;МассаПорции;Примечание;Источник
ПРОДУКТ;Бар Смокиня;374;5;10.7;61.4;0;;
ПРОДУКТ;Бар с ягода;510.91;5.51;30.71;53.25;0;;
ПРОДУКТ;Барабулька (султанка;114.84;19.4;3.8;0;0;;
ПРОДУКТ;Бараний окорок;241.02;18;18;0;0;;
ПРОДУКТ;Бараний рубец;84.31;11.5;4;0;0;;
ПРОДУКТ;Бараний фарш;283.37;17;23;0;0;;
ПРОДУКТ;Бараний язык;201.23;12.6;16.1;0;0;;
ПРОДУКТ;Баранина;215.39;15.6;16.3;0;0;;
ПРОДУКТ;Баранина вареная;299.67;24.6;21.4;0;0;;
ПРОДУКТ;Баранина жареная;304.96;20;24;0;0;;
ПРОДУКТ;Баранина тушеная;276.16;20;20.9;0;0;;
ПРОДУКТ;Баранки;361.89;16;1;70;0;;
ПРОДУКТ;Баранки «Сливочные;355;8;7;65;0;;
ПРОДУКТ;Баранки С Маком;350;10;4;67.5;0;;
ПРОДУКТ;Баранки горчичные;345.5;9.6;6.7;61.7;0;;
ПРОДУКТ;Баранки молочные;357;10.9;3.7;70.2;0;;
ПРОДУКТ;Баранки сдобные;346.08;8.3;8;59.5;0;;
ПРОДУКТ;Баранки сдобные Край каравай;350;8.5;8;60;0;;
ПРОДУКТ;Баранье сердце;78.57;13.5;2.5;0;0;;
ПРОДУКТ;Бараньи почки;78.99;13.6;2.5;0;0;;
ПРОДУКТ;Бараньи яйца;230.22;13;19;0.1;0;;
ПРОДУКТ;Баранья лопатка;296.21;15.6;25;0;0;;
ПРОДУКТ;Баранья печень;103.61;18.7;2.9;0;0;;
ПРОДУКТ;Барбарис;32.39;0;0;7.9;0;;
ПРОДУКТ;Барбарис сушеный;155.8;0;0;38;0;;
ПРОДУКТ;Барбеку Соус;120;1;0.3;27;0;;
ПРОДУКТ;Баренцев Анчоус солёно-сушёный;265.93;49;7;0;0;;
ПРОДУКТ;Баренцев Кальмар кольца;248.18;53;2;3;0;;
ПРОДУКТ;Баренцев Кальмар копчёный;248.18;53;2;3;0;;
ПРОДУКТ;Баренцев Кальмар солёно-сушёный;293.28;62;2;5;0;;
ПРОДУКТ;Баренцев Креветка со специями;197.06;36;4;3;0;;
ПРОДУКТ;Баренцев Окинэль ломтики филе;287.76;50.7;8.6;0;0;;
ПРОДУКТ;Баренцев Окинэль с перцем;287.76;50.7;8.6;0;0;;
ПРОДУКТ;Баренцев Соломка рыбная оригинальная;236.97;46;3;5;0;;
ПРОДУКТ;Баренцев Соломка рыбная подкопченная;236.97;46;3;5;0;;
ПРОДУКТ;Баренцев Сомуль солёно-сушёный;280.93;65.8;1.2;0;0;;
ПРОДУКТ;Баренцев Ставридка золотистая подкопченная;271.12;48;8;0;0;;
ПРОДУКТ;Баренцев Ставридка серебристая солёно-сушёная;271.12;48;8;0;0;;
ПРОДУКТ;Баренцев Тунец солёно-сушёный;239.77;57.8;0.3;0;0;;
ПРОДУКТ;Баренцев Чиксы рыбка с перцем;287.76;50.7;8.6;0;0;;
ПРОДУКТ;Барон Де Лирондо VDCE;78;0.2;0;3;0;;
ПРОДУКТ;Баскет 16 крыльев;313.99;13.8;19.5;18.6;0;;
ПРОДУКТ;Баскет 25 крыльев;323.5;16.6;20.7;15.4;0;;
ПРОДУКТ;Баскет Дуэт оригинальный и острый;278.45;16.5;15.1;17.2;0;;
ПРОДУКТ;Баскет Пати;291.18;10.2;17;22.3;0;;
ПРОДУКТ;Баскет Стар;280.5;17;15.1;17.2;0;;
ПРОДУКТ;Бастурма Из Говядины;256;29;13;5;0;;
ПРОДУКТ;Бастурма турецкая;247.41;14.8;20.1;0;0;;
ПРОДУКТ;Батат;100;1.5;4.1;15;0;;
ПРОДУКТ;Батат Запеченный;152;3.2;5.1;23.2;0;;
ПРОДУКТ;Батомчик Косово-Кокосовий 2.0;498;3.9;27.8;64.9;0;;
ПРОДУКТ;Батомчик Мак-Вишня;454;7.6;21.7;54.4;0;;
ПРОДУКТ;Батон (Солнышко;270;8;3;53;0;;
ПРОДУКТ;Батон «Звездный» нарезанный В Упаковке;271;7.8;2.7;52.9;0;;
ПРОДУКТ;Батон «Молодёжная Классика;281.7;8.2;2.1;57.5;0;;
ПРОДУКТ;Батон Ароматный с черносливом;260;7;3;50;0;;
ПРОДУКТ;Батон Без Добавления Сахара;246.9;8.2;2.5;47.9;0;;
ПРОДУКТ;Батон Восточный;204.59;6.5;0.7;43.1;0;;
ПРОДУКТ;Батон Горчичный;290;7.5;5;53;0;;
ПРОДУКТ;Батон ДЛЯ ЗАВТРАКА формовой нарезанный в упаковке;298;8.7;2.3;60.4;0;;
ПРОДУКТ;Батон Для Вашей Семьи;267;7.7;2.2;54.1;0;;
ПРОДУКТ;Батон Київський;267;7.6;2.3;53.8;0;;
ПРОДУКТ;Батон Київський особливий;270;7.7;2.3;55;0;;
ПРОДУКТ;Батон Любимый;264.1;7.7;2.3;51.8;0;;
ПРОДУКТ;Батон Молодёжный;260.7;7.1;2.3;52.9;0;;
ПРОДУКТ;Батон Нарезной обогащённый;263;7.5;2.3;50.5;0;;
ПРОДУКТ;Батон Особый Классический;240;8;1;50;0;;
ПРОДУКТ;Батон Подмосковный;262.36;7.5;2.6;50.6;0;;
ПРОДУКТ;Батон Провансаль;240;7.5;4;43;0;;
ПРОДУКТ;Батон Рижский особый нарезанный в упаковке;221;7.3;2;47;0;;
ПРОДУКТ;Батон Сдобный Новый Нарезанный;270;7.5;2;55;0;;
ПРОДУКТ;Батон Сельский отрубной с подсолнечником нарезанный в упаковке;290;9.5;7.5;46;0;;
ПРОДУКТ;Батон Семейный (нарезка;204.59;6.5;0.7;43.1;0;;
ПРОДУКТ;Батон Симферопольский;260;7.5;2.5;52;0;;
ПРОДУКТ;Батон Симферопольский (нарезка;260;7.5;2.5;52;0;;
ПРОДУКТ;Батон Смачний;287;7.3;5;53.3;0;;
ПРОДУКТ;Батон Столичный;244.82;7.7;0.8;50.2;0;;
ПРОДУКТ;Батон Турецкий;221;7.4;0.9;43.9;0;;
ПРОДУКТ;Батон Щёлковский мини;265.06;7.7;2.3;53.4;0;;
ПРОДУКТ;Батон Щёлковский нарезанный;265;7.7;2.3;53.4;0;;
ПРОДУКТ;Батон зерновой на ржаном солоде;310;10;6.5;52;0;;
ПРОДУКТ;Батон лікарський;251;8.9;2.9;46.1;0;;
ПРОДУКТ;Батон молочный;290;8.5;4;53;0;;
ПРОДУКТ;Батон нарезанный отрубной;250;7;4;46;0;;
ПРОДУКТ;Батон нарезанный с отрубями;270;8;3;53;0;;
ПРОДУКТ;Батон нарезной;280;8.5;3.5;54;0;;
ПРОДУКТ;Батон нарезной Высший;270;7.5;2.5;53;0;;
ПРОДУКТ;Батон нарезной в нарезке;260;7.5;3;51;0;;
ПРОДУКТ;Батон нарезной в упаковке;262.91;7.5;2.9;51.4;0;;
ПРОДУКТ;Батон нарезной классика;270;7.5;3;52.5;0;;
ПРОДУКТ;Батон нарезной нарезанный;265.3;7.5;2.9;51.4;0;;
ПРОДУКТ;Батон нарізний;220;7.3;1.3;45.1;0;;
ПРОДУКТ;Батон нарізний львівський;278;7.7;3;53.8;0;;
ПРОДУКТ;Батон обеденный;260.52;7.5;2;52;0;;
ПРОДУКТ;Батон подмосковный в нарезке;256;7.5;2.6;50.6;0;;
ПРОДУКТ;Батон пшеничный;270;10;0.5;57.5;0;;
ПРОДУКТ;Батон пшеничный нарезной в упаковке;290;8;3;57;0;;
ПРОДУКТ;Батон пышный зерновой;230;8.18;1.82;44.1;0;;
ПРОДУКТ;Батон с молоком нарезанный в упаковке;270;8;3;50;0;;
ПРОДУКТ;Батон с отрубями;270;8;3;53;0;;
ПРОДУКТ;Батон с отрубями пшеничный внарезку;270.08;9;3;51.5;0;;
ПРОДУКТ;Батон с пшеничными отрубями;274.47;9.2;2.8;51.4;0;;
ПРОДУКТ;Батон свежий румянец;270;7.5;3;54;0;;
ПРОДУКТ;Батон творожный;250;8.5;1.5;51;0;;
ПРОДУКТ;Батон традиционный классический;270;8;2.5;55;0;;
ПРОДУКТ;Батончие протеин;517;32;33;29;0;;
ПРОДУКТ;Батончик;370;4;9.5;68;0;;
ПРОДУКТ;Батончик BSN Syntha-6 Decadence;427.83;31.6;12.6;44.2;0;;
ПРОДУКТ;Батончик Corny Big злаковый с бананом и шоколадом;435.18;6.1;15.2;65.6;0;;
ПРОДУКТ;Батончик Corny Big злаковый с клюквой;385.68;5.9;7.4;71.4;0;;
ПРОДУКТ;Батончик Corny Big злаковый с лесными орехами;430.28;6.4;15.6;63.2;0;;
ПРОДУКТ;Батончик Corny Big злаковый с шоколадом;444.52;7;17;62.9;0;;
ПРОДУКТ;Батончик Driver Energy;504;9.3;27.2;54.2;0;;
ПРОДУКТ;Батончик Dymatize Elite XT Gourmet Protein Bar 42;418.35;35.3;11.8;40;0;;
ПРОДУКТ;Батончик Dymatize Elite XT Gourmet Protein Bar 85;386.42;37.6;14.1;24.7;0;;
ПРОДУКТ;Батончик Energy System Perform-Bar;386.75;10;5;73;0;;
ПРОДУКТ;Батончик Herbalife Протеиновый;387.39;29;8.6;46;0;;
ПРОДУКТ;Батончик Herbalife Формула 1 Экспресс;348.68;23.7;10.7;37.1;0;;
ПРОДУКТ;Батончик Hi Protein глазированный «Лимон-Чиа;355;30;14.2;43.5;0;;
ПРОДУКТ;Батончик Ironman Slim Bar протеиновый с L-карнитином;328.52;14;8;48;0;;
ПРОДУКТ;Батончик JET'S/ ДЖЕТС с печеньем и мягкой карамелью, покрытой глазурью;480;2.5;23;66;0;;
ПРОДУКТ;Батончик Multipower 32% Protein Pack;416.66;31.7;11;45;0;;
ПРОДУКТ;Батончик Multipower Crunch Fit;429.3;15.8;14.7;55.6;0;;
ПРОДУКТ;Батончик Multipower Energate;459.48;20;21.7;42.9;0;;
ПРОДУКТ;Батончик Multipower L-Carnitine Bar;338.19;25;8.6;38;0;;
ПРОДУКТ;Батончик Multipower Power Pack;403.1;28.6;10.6;45.7;0;;
ПРОДУКТ;Батончик MyProtein My Bar Zero;231.35;31;9.5;3.9;0;;
ПРОДУКТ;Батончик Nestle Fitness с цельными злаками и клубникой;368.51;5.8;6.7;68.9;0;;
ПРОДУКТ;Батончик Optimum 100% Whey Crisp Bar;384.81;37.1;3.6;48.6;0;;
ПРОДУКТ;Батончик Optimum Complete Protein Diet Bar;367.34;40;6;36;0;;
ПРОДУКТ;Батончик Optimum Optimal Protein Diet Bar;399.05;40;5;46;0;;
ПРОДУКТ;Батончик Performance Bar;451.13;5.9;19.3;60.4;0;;
ПРОДУКТ;Батончик Picnic грецкий орех;495;6.2;26;57;0;;
ПРОДУКТ;Батончик Power XL;383;3.11;15.64;57.46;0;;
ПРОДУКТ;Батончик Praline;416;8;29;13;0;;
ПРОДУКТ;Батончик Protein Bar;386;12;13.4;48.4;0;;
ПРОДУКТ;Батончик Protein Barre Кокос;324;9;28;9;0;;
ПРОДУКТ;Батончик Protein Barre шоколад;288;33.4;13.2;9;0;;
ПРОДУКТ;Батончик Scitec Nutrition Jumbo Bar Double Chocolate Cookie;387.78;50;8.2;26;0;;
ПРОДУКТ;Батончик Super с нугой и карамелью, покрытый карамелью;430;2;14;75;0;;
ПРОДУКТ;Батончик Super с нугой и мягкой карамелью, покрытый глазурью;430;2;14;75;0;;
ПРОДУКТ;Батончик Twins Bar «Шоколадное печенье;367;25;19;15;0;;
ПРОДУКТ;Батончик actibruit;6;4;10;69;0;;
ПРОДУКТ;Батончик «Big Picnic;481;7.2;24;57;0;;
ПРОДУКТ;Батончик «Шоколад - Кокос;403;9.14;28;14;0;;
ПРОДУКТ;Батончик Арахис;370;10;10;60;0;;
ПРОДУКТ;Батончик Арахисовый;574.8;17.6;39.2;37.9;0;;
ПРОДУКТ;Батончик В Молочном Шоколаде;310;4;19;30;0;;
ПРОДУКТ;Батончик Зарядись Карамельный Попкорн И Жареный Арахис;473;5.7;23.5;57.8;0;;
ПРОДУКТ;Батончик Из Белёвскоц Пастилы Ягодный Микс;276;4;0.1;65;0;;
ПРОДУКТ;Батончик Из Пастилы;276;4;0;65;0;;
ПРОДУКТ;Батончик Кешью И Семечки Тыквы;531;17;36;32;0;;
ПРОДУКТ;Батончик Кешью С Клубникой;500;9;28;54;0;;
ПРОДУКТ;Батончик Клубника;386.67;8;9.67;64.67;0;;
ПРОДУКТ;Батончик Кокос-Кешью-шоколад;422;5.56;16.7;60;0;;
ПРОДУКТ;Батончик Кофе;548;12.6;48.9;14.6;0;;
ПРОДУКТ;Батончик Леовит Худеем за неделю Мюсли Фенхель с зелёным чаем;375.14;4.2;12.4;59.2;0;;
ПРОДУКТ;Батончик Милка;580;4.9;38;53;0;;
ПРОДУКТ;Батончик Миндальное Пралине С Арахисом;421;18;32.9;13.3;0;;
ПРОДУКТ;Батончик Мюсли;355;6;7;67;0;;
ПРОДУКТ;Батончик Овсяный + Яблоко;178.5;3.1;5.3;29.9;0;;
ПРОДУКТ;Батончик Протеиновый Малина;361;25;21;18;0;;
ПРОДУКТ;Батончик Протеиновый С Малиной;460;35;25;35;0;;
ПРОДУКТ;Батончик Протеиновый Со Вкусом Банана;420;25;16;45;0;;
ПРОДУКТ;Батончик Протеиновый Шоколад;460;35;25;35;0;;
ПРОДУКТ;Батончик Протеиновый “лимон-лайм;361;25;21;18;0;;
ПРОДУКТ;Батончик Пульсар с миндалем в шоколадной глазури;396.04;6.3;13.9;58.8;0;;
ПРОДУКТ;Батончик Рот Фронт;525;10;29;55;0;;
ПРОДУКТ;Батончик С Арахисовой Пастой;474;20;21;48;0;;
ПРОДУКТ;Батончик С Изюмом И Орехами;412.4;11.8;18;50.8;0;;
ПРОДУКТ;Батончик С Ирисками;350;40.25;16.03;11.17;0;;
ПРОДУКТ;Батончик С Миндалём, Пеканом, Карамелью, Морской Солью;560;8;39;41;0;;
ПРОДУКТ;Батончик Сладкий мир фруктовый хлеб банановый;362.65;6.8;9.6;59.9;0;;
ПРОДУКТ;Батончик Соленая Карамель;400;6;12;69;0;;
ПРОДУКТ;Батончик Турбослим белковый для похудения;213.72;16;8;18;0;;
ПРОДУКТ;Батончик Чио Рио;510;3.5;29;59;0;;
ПРОДУКТ;Батончик Яблуко Мигдаль;339;7.25;15.1;49.5;0;;
ПРОДУКТ;Батончик ванильный с какао-крупкой;493;13.3;31;40;0;;
ПРОДУКТ;Батончик глазированный Chikabar со вкусом «Хрустящее печенье;379.3;25;20;7.2;0;;
ПРОДУКТ;Батончик глазированный PROTEIN BAR со вкусом: карамель;394;10;14;52;0;;
ПРОДУКТ;Батончик глазированный PROTEIN со вкусом кокоса;406;12;15;54;0;;
ПРОДУКТ;Батончик глазированный Snaqer «Фундук и карамель;454.11;16;34;8;0;;
ПРОДУКТ;Батончик глазированный «Арахис-солёная карамель;366.16;20;20;11;0;;
ПРОДУКТ;Батончик глазированный «Малина с фисташкой и хрустящим тестом;379;20;21;14;0;;
ПРОДУКТ;Батончик глазированный «Малиновый сорбет;353.6;25;16;8.4;0;;
ПРОДУКТ;Батончик глазированный Банановый пудинг;350;25;16;8.2;0;;
ПРОДУКТ;Батончик глазированный Трюфельный;536;13;43;9;0;;
ПРОДУКТ;Батончик глазированный Фисташка;446;20;30;10;0;;
ПРОДУКТ;Батончик глазированный вафельный с молочно-ореховой пастой;394;8;27;17;0;;
ПРОДУКТ;Батончик глазированный кокос;375;25;20;9;0;;
ПРОДУКТ;Батончик глазированный марципановый;456;7;36;5;0;;
ПРОДУКТ;Батончик глазированный со вкусом Тирамису;365;25;19;7;0;;
ПРОДУКТ;Батончик глазированный солёная карамель;365;25;19;9;0;;
ПРОДУКТ;Батончик глазированный флепджек;332;25;15;12;0;;
ПРОДУКТ;Батончик з нугю і карамеллю Stars;453;4.4;12;68;0;;
ПРОДУКТ;Батончик з чорносливом та арахісом глазурований кондитерською глазур'ю;405;7.07;17.49;57.59;0;;
ПРОДУКТ;Батончик злаковий з полуницею;430;5.5;11;76;0;;
ПРОДУКТ;Батончик из белёвской пастилы ЯБЛОЧНЫЙ;276;4;0;65;0;;
ПРОДУКТ;Батончик из белёвской яблочной пастилы;297.6;6.8;0.8;65.8;0;;
ПРОДУКТ;Батончик к чаю;283;7.4;5.4;51.2;0;;
ПРОДУКТ;Батончик карамельный;532.4;9.4;35.2;44.5;0;;
ПРОДУКТ;Батончик мысли Bombbar клубника;376;8.4;21.3;28.6;0;;
ПРОДУКТ;Батончик мюсли Ego с бананом в шоколаде;424.71;5;13.5;68;0;;
ПРОДУКТ;Батончик мюсли Ego с вишней в йогурте;384.26;6;14;56;0;;
ПРОДУКТ;Батончик мюсли Ego с клубникой в йогурте;427.86;4;14.5;67.5;0;;
ПРОДУКТ;Батончик мюсли Ego с лесными ягодами в йогурте;426.77;4;13.5;69.5;0;;
ПРОДУКТ;Батончик мюсли Ego с черникой в йогурте;429.36;5.5;14;67.5;0;;
ПРОДУКТ;Батончик мюсли Fit GO! ананас;114.01;4.3;7.1;7.1;0;;
ПРОДУКТ;Батончик мюсли Tekmar клубника в йогурте;464.39;4.5;16.8;70.7;0;;
ПРОДУКТ;Батончик мюсли Ягоды Мёд;380;5;5;78;0;;
ПРОДУКТ;Батончик мюсли цельнозерновой яблоко;377;3.9;13.5;60;0;;
ПРОДУКТ;Батончик мюслі Bono Bar з чорносливом;467;5;14.6;78.9;0;;
